Probe_ID	Gene_ID	Assay_Normalized_Signal_HB00E8F_5/25/07_12:10_PM	CV_HB00E8F_5/25/07_12:10_PM	Flags_HB00E8F_5/25/07_12:10_PM
146815	hCG2014424	30.02	0.04	0
146818	hCG38324.3	7.12	0.06	0
146820	hCG2026745	262.59	0.02	0
146831	hCG27934.2	38.66	0.05	0
146832	hCG401203.3	3.32	0.25	0
146833	hCG2041707	0.63	14.54	1
146841	hCG1811288.2	15.5	0.04	0
146843	hCG40244.3	7.1	0.03	0
146860	hCG22636.3	1.66	0.17	0
146870	hCG1642147.2	0.2	1.22	1
146877	hCG1996349.1	82.56	0.04	0
146885	hCG22267.3	11.76	0.06	0
146890	hCG15271.4	2.57	0.09	0
146891	hCG1644817.3	0.67	0.28	0
146893	hCG28014.3	30.97	0.03	0
146894	hCG17176.3	3.43	0.08	0
146897	hCG22192.3	0.68	3.29	1
146904	hCG1739153.2	12.28	0.05	0
146906	hCG41484.2	1.07	0.15	0
146908	hCG2040461	0.15	1.73	1
146916	hCG32037.2	0.41	1.08	1
146920	hCG1996904	2.41	0.06	0
146922	hCG39362.3	0.97	0.37	0
146938	hCG15935.2	3.81	0.28	0
146947	hCG18560.3	1.04	0.39	0
146949	hCG1730162.1	0.76	8.47	1
146959	hCG23730.3	0.42	0.5	0
146961	hCG2041911	0.17	9.45	1
146963	hCG22531.3	14.89	0.02	0
146965	hCG40571.2	1.26	0.11	0
146973	hCG2019108	91.85	0.04	0
146977	hCG2036548	0.5	3.66	1
146980	hCG1778482.2	0.22	1.19	1
146981	hCG40430.3	5.45	0.1	0
146990	hCG23157.2	1.89	0.44	0
146993	hCG23695.3	1.1	0.13	0
146996	hCG28642.2	0.45	1.29	1
147011	hCG15140.4	0.6	0.8	0
147016	hCG27082.2	0.35	5.42	1
147040	hCG25998.4	1.31	0.08	0
147041	hCG1770732.1	0.46	0.6	0
147046	hCG23252.3	168.78	0.02	0
147050	hCG1641487.4	0.76	1.34	1
147056	hCG1811398.2	0.93	7.07	1
147058	hCG1811768.1	0.95	16.3	1
147061	hCG1644675.3	0.38	1.36	1
147065	hCG18431.4	24.28	0.04	0
147073	hCG201471.3	15.76	0.05	0
147075	hCG22420.3	0.51	2.68	1
147078	hCG1776784.2	18.16	0.03	0
147079	hCG19345.2	5.87	0.07	0
147090	hCG1738355.1	0.63	1.08	1
147091	hCG2040512	0.99	0.27	0
147102	hCG28229.3	10.95	0.06	0
147103	hCG2036533	4.07	0.13	64
147105	hCG2039604	0.42	3.26	1
147106	hCG38820.2	57.2	0.04	0
147107	hCG22819.2	0.44	1.49	1
147108	hCG22063.2	0.28	1.03	1
147109	hCG37417.2	201.97	0.02	0
147111	hCG38745.3	8.62	0.07	0
147112	hCG42028.4	77.06	0.05	0
147118	hCG1762872.2	0.73	0.66	0
147121	hCG1818468.1	0.42	5.55	1
147124	hCG33096.2	3.15	0.82	0
147125	hCG2013576	14.03	0.03	0
147130	hCG2025294.1	1.97	0.1	0
147135	hCG17005.2	96.21	0.04	0
147139	hCG1998384	47.93	0.02	0
147140	hCG25207.4	42.77	0.03	0
147143	hCG38229.3	0.2	0.57	1
147144	hCG18696.4	0.45	1.46	1
147148	hCG1643887.3	1.66	0.31	0
147149	hCG2038817	0.49	4.46	1
147153	hCG1748530.2	399.34	0.04	0
147154	hCG39740.2	0.6	0.9	0
147158	hCG17440.1	25.32	0.02	0
147171	hCG38578.3	32.65	0.04	0
147178	hCG401115.2	1.19	0.2	0
147186	hCG29841.2	0.92	0.57	0
147205	hCG2038825	5.25	0.1	0
147222	hCG1773945.3	0.39	3.8	1
147224	hCG1998508.1	1.1	1.38	1
147233	hCG1645807.2	2.57	0.52	0
147239	hCG2041861	0.67	0.9	1
147245	AF067801.1	0.98	2.97	1
147250	hCG28844.2	3.08	0.1	0
147256	hCG2041593	4.8	0.07	0
147263	hCG20851.3	3.67	0.05	0
147271	hCG1773793.2	5.26	0.81	0
147272	hCG38840.2	22.64	0.04	0
147273	hCG2011109	22.84	0.03	0
147278	hCG20087.3	1.4	0.11	0
147282	hCG40474.3	55.99	0.02	0
147289	hCG21130.2	6.1	0.05	0
147290	hCG38705.2	1.22	1.18	1
147293	hCG38563.3	0.66	0.29	0
147295	hCG15207.2	16.59	0.04	0
147296	hCG16512.3	7.89	0.08	0
147300	hCG21492.3	6.25	0.03	0
147307	hCG2004014	1.88	0.33	0
147309	hCG2039138	0.23	1.12	1
147312	hCG2025238	0.61	1.16	1
147314	hCG41840.3	1128.27	0.04	0
147316	hCG1811518.1	0.57	10.03	1
147317	hCG1811300.1	0.26	0.81	0
147321	hCG2042024	41.14	0.04	0
147323	hCG39445.4	1.77	3.53	1
147325	hCG2041563	5.94	0.09	0
147327	hCG2005428	4.57	0.14	0
147338	hCG1992149	3.15	0.14	0
147339	hCG1647374.2	48.84	0.04	0
147343	hCG2043328	0.39	6.79	1
147346	NM_005217.2	8.68	0.05	0
147353	hCG18777.1	0.49	1.17	1
147355	hCG14704.3	3.58	0.07	0
147356	hCG27745.3	4.02	0.13	0
147379	hCG39063.3	5.01	0.05	0
147380	hCG2040724	1.32	0.41	0
147381	hCG16954.2	18.69	0.04	0
147385	hCG1818251.1	26.81	0.03	0
147392	hCG1646643.3	159.68	0.03	0
147395	hCG1818597.1	0.48	120.83	1
147399	hCG1731137.1	0.42	1.62	1
147403	hCG92379.4	3.26	0.12	0
147420	hCG1791262.2	12.16	0.05	0
147423	hCG1757704.1	0.52	1.46	1
147436	hCG1776452.2	0.34	0.68	0
147437	hCG1992431	23.88	0.04	0
147438	hCG1774140.2	0.93	1.27	1
147445	hCG2003089	0.69	0.75	0
147448	hCG20142.2	2.32	0.22	0
147449	hCG2040685	0.4	7.68	1
147451	hCG95986.3	0.13	1.65	1
147452	hCG17275.4	167.85	0.04	0
147458	hCG1773949.2	0.38	0.86	1
147463	hCG1723965.1	6.15	0.12	0
147486	hCG1747865.2	4.13	0.08	0
147491	hCG2039635	1.57	0.5	0
147492	hCG18449.3	0.38	6.7	1
147495	hCG34610.4	14.32	0.06	0
147505	hCG24959.4	59.16	0.03	0
147510	hCG40105.1	0.47	0.26	0
147511	hCG2040225	0.36	1.25	1
147514	hCG2042084	0.59	4.58	1
147519	hCG1640341.3	0.61	0.88	0
147521	hCG25936.3	551.69	0.03	0
147522	hCG23625.3	1.91	0.16	0
147524	hCG1779396.2	0.5	0.55	0
147526	hCG1642676.3	0.8	1.34	1
147532	hCG28660.4	12.56	0.04	0
147539	hCG1811770.1	1.48	0.3	0
147541	hCG1999761.1	4.68	0.12	0
147545	hCG1818423.1	1.23	0.13	0
147546	hCG16426.3	0.89	0.23	0
147548	hCG2014648	301.76	0.03	0
147556	hCG2041148	0.68	0.45	0
147557	hCG41448.3	0.2	0.41	1
147558	hCG1759140.3	0.43	1.36	1
147560	hCG2039623.1	0.69	0.31	0
147567	hCG22523.3	7.15	3.7	1
147570	hCG2041939	1.22	0.34	0
147573	hCG37887.3	35.86	0.03	0
147578	hCG18044.2	0.81	0.67	0
147584	hCG31462.3	0.41	0.45	0
147592	hCG16914.3	31.16	0.04	0
147595	hCG2008146	0.55	0.7	0
147603	hCG1820896.1	1	0.85	0
147604	hCG27408.2	39.15	0.02	0
147610	hCG1995022	0.69	1	1
147612	hCG39537.3	20.9	0.03	0
147614	hCG2041410	0.52	1.68	1
147628	hCG1811630.1	0.99	0.2	0
147632	hCG1813440.1	12.39	0.04	0
147634	hCG1812018.1	40.76	0.03	0
147635	hCG1639960.4	0.32	1.02	1
147646	hCG2021220	0.78	0.19	0
147647	hCG2041330	36.86	0.04	0
147656	hCG1787296.3	1.13	0.73	0
147658	hCG37247.3	1.18	11.41	1
147666	hCG2042780.1	0.45	9.27	1
147679	hCG17150.2	0.69	33.64	1
147692	hCG23451.3	50.08	0.04	0
147693	hCG2027400	1134.36	0.03	0
147703	hCG40354.2	0.6	2.43	1
147704	hCG1990635	0.2	4.13	1
147708	hCG20826.3	0.4	0.31	0
147712	hCG33695.3	0.75	0.47	0
147729	hCG1812926.1	3.57	0.12	0
147730	hCG38535.2	4.15	0.04	0
147731	hCG31580.2	0.53	3.98	1
147732	hCG1648666.2	0.82	0.62	0
147733	hCG1643044.2	0.48	2.18	1
147739	hCG1818269.2	0.18	0.3	131073
147749	hCG39430.3	1.16	0.18	0
147764	hCG20369.2	0.23	4.38	1
147766	hCG1821187.1	1.05	1.44	1
147767	hCG1788592.2	2.45	0.26	0
147770	hCG1788595.2	0.54	1.22	1
147772	hCG2001401	0.59	4.29	1
147778	hCG23341.2	30.24	0.05	0
147785	hCG33047.3	2.7	0.05	0
147793	hCG1723949.2	16.21	0.03	0
147803	hCG1654004.3	0.74	1.52	1
147806	hCG15195.3	109.43	0.04	0
147809	hCG37972.3	0.51	1.82	1
147811	hCG1640454.2	273.89	0.03	0
147818	hCG1778327.3	5.95	0.06	0
147822	hCG1774341.2	1.39	0.18	64
147826	hCG31079.1	1.34	0.14	0
147845	hCG1998227	4.09	0.07	0
147846	hCG25158.2	0.39	20.53	1
147850	hCG1782642.1	18.94	0.05	0
147852	hCG1647492.2	0.22	0.94	1
147853	hCG1810756.2	1.18	0.4	0
147857	hCG1812897.2	0.33	2.62	1
147869	hCG18830.3	545.46	0.02	0
147879	hCG38107.3	0.73	3.33	1
147885	hCG2001518	0.27	1.64	1
147888	hCG32903.3	0.3	44.72	1
147893	hCG18282.3	195.4	0.03	0
147906	hCG1811502.1	0.81	0.77	0
147912	hCG19368.2	0.42	0.52	0
147917	hCG17479.4	0.17	0.72	1
147920	hCG26948.3	1.06	0.31	0
147922	hCG2039671	5.83	0.09	0
147923	hCG23538.4	96.03	0.03	0
147927	hCG39838.2	0.19	1.12	1
147928	hCG27405.3	0.72	0.51	0
147930	hCG22717.3	56.03	0.03	0
147933	hCG15169.2	91.5	0.04	0
147934	hCG2030764	6.72	2.27	1
147936	hCG27802.3	0.49	1.14	1
147942	hCG23616.3	0.19	0.59	1
147950	hCG23426.3	2.08	0.13	0
147956	hCG19591.4	1.67	1.95	1
147960	hCG1774835.1	15.27	0.03	0
147962	hCG2030953	11.11	0.11	0
147966	hCG18061.4	0.68	2.41	1
147967	hCG1811071.2	0.6	5.51	1
147976	hCG401267.3	0.19	0.29	131073
147978	hCG1814391.2	113.53	0.02	0
147992	hCG1818610.1	1.22	0.23	0
147999	hCG1647867.3	0.22	0.55	1
148004	hCG1812997.1	0.45	1.32	1
148010	hCG28703.3	4.53	0.07	0
148027	hCG17045.3	79.97	0.02	0
148029	hCG39572.3	4.53	0.07	0
148033	hCG1993423	0.64	0.53	0
148034	hCG40268.2	0.19	44.58	1
148040	hCG1981497.1	1.53	2.8	1
148043	hCG1795174.1	1.81	0.36	0
148045	hCG15171.2	0.18	0.88	1
148049	hCG2033001	2.88	0.1	0
148051	hCG20970.2	2.74	0.3	0
148053	hCG18539.2	107.12	0.03	0
148054	hCG26519.3	0.4	6.54	1
148058	hCG2009728	2.72	0.24	0
148065	hCG36838.3	33.24	0.17	0
148072	hCG2039598	19.91	0.02	0
148103	hCG20453.3	1.22	0.1	0
148113	hCG401180.3	15.02	0.09	0
148114	hCG15871.3	65.71	0.04	0
148116	hCG41342.2	0.89	0.8	1
148128	hCG18659.2	0.23	0.68	0
148132	hCG43758.3	0.7	12.94	1
148133	hCG20030.4	0.58	1.69	1
148139	hCG2004668	3281.02	0.03	0
148144	hCG23366.2	0.66	0.49	0
148146	hCG1811676.1	53.31	0.02	0
148147	hCG1811719.1	0.85	0.23	0
148149	hCG21573.3	0.52	1.44	1
148151	hCG1784686.2	1.35	35.04	1
148152	hCG1640458.3	0.61	2.07	1
148153	hCG1639778.4	2.9	0.15	0
148154	hCG2040912	2.82	0.11	0
148158	hCG23770.5	0.16	10.53	1
148160	hCG1640370.5	22.84	0.03	0
148161	hCG1794333.2	0.47	0.32	0
148163	hCG24013.2	1.32	0.18	0
148166	hCG16607.2	9.01	0.17	0
148167	hCG36855.3	70.62	0.03	0
148170	hCG2042075	2.35	0.22	0
148171	hCG2016617	31.67	0.04	0
148177	hCG2040159	0.5	1.19	1
148185	hCG18896.2	1.46	1.76	1
148186	hCG2018447.1	13.5	0.07	0
148189	hCG1747385.2	1.01	0.15	0
148221	hCG33396.2	110.48	0.02	0
148222	hCG40086.2	3894.21	0.04	0
148227	hCG30378.4	172.19	0.04	0
148230	hCG21986.3	15.17	0.04	0
148241	hCG2005083	158.47	0.02	0
148242	hCG1820593.2	419.62	0.03	0
148249	hCG1744100.1	0.42	0.19	64
148252	hCG37170.3	0.45	1.03	1
148254	hCG1783650.3	0.66	1.5	1
148256	hCG1644260.2	1.03	1.47	1
148258	hCG2039450	6.54	0.07	0
148260	hCG23626.3	1.35	0.34	0
148262	hCG28275.3	0.42	1.99	1
148266	hCG2039626	1.17	0.37	0
148270	hCG2040771	0.4	0.51	1
148271	hCG1811407.1	0.31	0.81	1
148282	hCG1811964.1	0.43	1.58	1
148290	hCG1810763.1	0.51	1.16	1
148293	hCG2036676	0.26	1.05	1
148299	hCG1811167.1	1.12	0.48	0
148303	hCG14596.3	9.68	0.05	0
148307	hCG1817607.1	0.71	0.57	0
148308	hCG19275.2	0.44	1.73	1
148325	hCG20111.3	1.27	0.72	0
148350	hCG2031852	1129.11	0.02	0
148352	hCG1984913	14.15	0.11	0
148356	hCG1811386.1	4.56	0.13	0
148362	hCG31130.3	0.73	3.91	1
148364	hCG38019.4	0.22	5.9	1
148374	hCG40673.3	6.32	2.31	1
148379	hCG37721.2	0.57	0.21	0
148381	hCG19241.4	55.2	0.04	0
148388	hCG18369.2	0.96	1.06	1
148390	hCG1790431.1	0.94	0.25	0
148396	hCG20935.3	129.31	0.02	0
148403	hCG22353.4	0.16	0.78	1
148417	hCG39255.3	0.74	0.91	0
148419	hCG1811554.1	0.46	6.85	1
148420	hCG1640484.2	9.92	0.05	0
148427	hCG2042203	3.65	0.16	0
148428	hCG20022.3	26.04	0.04	0
148429	hCG1979638.1	0.47	1.11	1
148430	hCG1774734.1	0.11	1.29	1
148434	hCG18351.3	0.73	2.58	1
148435	hCG37059.3	1.25	4.61	1
148444	hCG2040275	19.36	0.03	0
148458	hCG1793240.2	0.19	0.9	0
148463	hCG1984609	0.75	1.36	1
148466	hCG1645388.3	0.33	16.88	1
148473	hCG38640.3	0.4	0.84	1
148475	hCG1739396.1	23.94	0.02	0
148477	hCG2041864	122.24	0.04	0
148494	hCG1981539	59.37	0.03	0
148495	hCG1776166.1	1.1	1.04	1
148500	hCG39941.2	28.4	0.08	0
148503	hCG41227.2	1.16	0.15	0
148511	hCG18378.2	0.79	0.29	0
148513	hCG24330.2	0.28	14.45	1
148526	hCG2042928	0.96	4.6	1
148527	hCG37402.4	0.94	5.69	1
148534	hCG2026755	4.32	0.13	0
148536	hCG1645727.1	0.21	1.62	1
148541	hCG1811508.1	0.99	0.23	0
148545	hCG2018834	0.19	2.73	1
148547	hCG39638.3	0.61	0.41	0
148548	hCG14926.4	112.03	0.04	0
148562	hCG2008664	9.75	0.06	0
148565	hCG24658.3	222.71	0.04	0
148571	hCG22190.3	7.69	0.04	0
148572	hCG1658529.4	0.72	0.49	0
148590	hCG18274.3	0.96	0.31	0
148600	hCG1810777.3	5.68	0.07	0
148603	hCG1786665.2	0.71	1.64	1
148604	hCG1992435	10.77	0.1	0
148609	hCG29189.2	4.59	0.31	0
148619	hCG2005257.1	21.45	0.04	0
148620	hCG43727.3	0.34	0.74	0
148630	hCG14741.3	0.49	0.48	0
148634	hCG2039597	7.85	0.04	0
148637	hCG28722.3	0.21	1.45	1
148644	hCG1811440.1	0.3	0.81	0
148650	hCG25059.3	1.33	0.43	0
148652	hCG1811307.1	0.98	1.79	1
148656	hCG1645746.3	0.86	1.28	1
148661	hCG1645603.3	1.48	0.46	0
148665	hCG18299.4	9.78	0.06	0
148672	hCG20787.3	0.55	0.3	0
148677	hCG16910.2	66.76	0.03	0
148682	hCG25377.2	0.43	1.43	1
148685	hCG40801.3	0.5	5.03	1
148686	hCG1733030.2	0.43	0.77	0
148687	hCG1643203.3	11.45	0.05	0
148692	hCG1821267.1	1.44	0.14	0
148696	hCG172481.3	0.32	0.48	0
148701	hCG1790542.1	1.58	0.13	0
148704	hCG1745306.2	7.94	0.03	0
148717	hCG2042190	1.19	0.12	0
148720	hCG1774840.1	0.12	0.88	1
148721	hCG19414.3	10.94	0.02	0
148722	hCG1777176.2	1035.86	0.02	0
148728	hCG43731.1	2.75	0.1	0
148730	hCG37390.3	2.5	0.14	0
148731	hCG1997600.1	0.35	4.03	1
148733	hCG1996013	4.46	0.09	0
148734	hCG27219.2	7.61	0.03	0
148741	hCG2039399	0.31	2	1
148743	hCG1789876.2	1.98	0.11	0
148761	hCG17377.2	7.23	0.07	0
148762	hCG15709.3	1.45	0.14	0
148766	hCG32924.2	1.12	0.32	0
148768	hCG24744.2	54.35	0.02	0
148769	hCG16957.2	9.36	0.03	0
148770	hCG40840.2	0.39	1.15	1
148771	hCG39215.3	1.39	0.31	0
148791	hCG2036503	2.8	0.06	0
148792	hCG1817807.1	0.12	1.14	1
148794	hCG31582.1	1.19	0.23	0
148800	hCG2043252	0.85	0.44	0
148804	hCG1640315.2	0.2	2.03	1
148806	hCG1999643.1	1.05	0.45	0
148821	hCG2028557	0.18	1.59	1
148824	hCG17352.3	0.77	0.52	0
148825	hCG2042182	9.12	0.04	0
148827	hCG20567.2	0.22	0.57	0
148829	hCG17672.3	0.35	1.01	1
148843	hCG22080.2	0.48	0.38	0
148844	hCG24489.3	9.35	0.1	0
148861	hCG1816444.1	1.99	0.14	0
148862	hCG1789548.1	7.26	0.2	0
148869	hCG2042788	0.31	0.6	0
148877	hCG1644670.2	52.85	0.04	0
148882	hCG41324.3	0.33	0.82	0
148887	hCG1646411.2	1.49	0.23	0
148895	hCG2040214	9.34	0.07	0
148896	hCG2042960	1.74	0.52	0
148901	hCG24312.3	0.4	0.31	0
148905	hCG23045.3	0.77	0.76	0
148909	hCG1813697.1	42.53	0.02	0
148916	hCG2043028	0.4	0.65	0
148924	hCG1770713.3	30.57	0.05	0
148925	hCG16405.2	1622.14	0.05	0
148927	hCG1639782.2	22.22	0.04	0
148928	hCG16690.2	5.06	0.09	0
148933	hCG23726.3	1.41	1.32	1
148940	hCG1640483.3	9.29	0.21	0
148942	hCG2042181	3.34	0.06	0
148943	hCG21569.4	11.39	0.08	0
148949	hCG27339.2	1.01	0.78	0
148950	hCG40491.3	1.19	0.13	0
148952	hCG1816417.1	35.78	0.02	0
148957	hCG41303.3	0.24	1.33	1
148963	hCG15520.3	0.22	2.8	1
148967	hCG1685761.2	2.07	0.45	0
148971	hCG38012.3	36.34	0.02	0
148980	AX657516.1_CDS_1	1.25	0.26	0
148981	hCG34445.3	0.74	0.23	0
148983	hCG24376.3	4.32	0.05	0
148987	hCG37126.3	0.4	6.36	1
148991	hCG40316.3	0.43	1.38	1
148997	hCG1787988.2	0.17	0.36	1
149010	hCG42692.2	3.67	0.12	0
149014	hCG15625.3	3.84	0.09	0
149020	hCG1787814.1	0.71	4.02	1
149021	hCG21165.4	2.42	0.19	0
149034	hCG1990508	3.33	0.06	0
149040	hCG2019710	0.44	1.14	1
149045	hCG1808596.3	21.81	0.06	0
149049	hCG15599.3	1.03	0.44	0
149051	hCG16455.2	71.94	0.04	0
149052	hCG1800456.2	3.45	0.1	0
149059	hCG39851.2	11.61	0.05	0
149065	hCG2016799.1	0.57	0.87	0
149070	hCG1747836.1	8.94	0.04	0
149073	hCG1736449.2	0.31	2.5	1
149089	hCG2033679	39.26	0.03	0
149090	hCG15391.2	10.25	0.27	0
149095	hCG2040248	0.61	3.44	1
149099	hCG40063.2	0.45	3.88	1
149100	hCG2041278	54.31	0.03	0
149123	hCG1645015.2	0.72	0.58	0
149125	hCG2024989	4.16	0.12	0
149127	hCG1778460.1	5.67	0.16	0
149130	hCG1811026.2	761.82	0.02	0
149133	hCG34035.3	150.49	0.03	0
149134	hCG2004338.1	16.19	0.04	64
149145	hCG41040.2	3.62	0.1	0
149150	hCG1808269.1	0.74	8.68	1
149151	hCG1647023.1	5.33	0.09	0
149158	hCG28819.2	0.74	1.42	1
149181	hCG23517.3	0.49	14.88	1
149187	hCG201158.4	15.15	0.03	0
149192	hCG16368.2	1.88	0.24	0
149211	hCG20121.3	2.34	1.09	1
149212	hCG38979.4	92.24	0.07	0
149216	hCG14880.2	0.36	0.43	0
149228	BC022832.1	3.41	0.06	0
149230	hCG38585.3	0.46	0.3	0
149231	hCG1820700.2	0.52	0.79	1
149236	hCG18995.3	25.04	0.04	0
149240	hCG33889.2	0.65	0.2	0
149248	hCG42693.3	18.55	0.04	0
149250	hCG1647561.3	0.63	0.47	0
149251	hCG2025341.1	1.86	0.25	0
149252	hCG30014.3	0.56	4.74	1
149253	hCG20392.2	0.82	1.33	1
149260	hCG41845.3	0.39	0.74	1
149270	hCG19795.3	7.63	0.05	0
149282	hCG24422.3	0.38	0.93	1
149292	hCG23697.3	12.81	0.03	0
149300	hCG1821267.1	0.24	0.6	0
149301	hCG401229.2	0.56	0.99	0
149303	hCG1818406.1	2.35	0.26	0
149319	hCG1660125.3	100.18	0.03	0
149320	hCG2041596	4.1	0.2	0
149331	hCG1807559.3	4.46	0.26	0
149336	hCG1737365.3	1.27	0.11	0
149339	hCG32885.3	2.18	0.55	0
149340	hCG27516.3	8.5	0.03	0
149342	hCG40449.3	10.77	0.04	0
149347	hCG1643381.3	0.45	0.6	0
149351	hCG1644411.2	1.2	0.52	0
149353	hCG41516.4	0.32	0.45	0
149354	hCG37630.3	0.82	0.17	0
149355	hCG40389.2	0.4	0.7	1
149363	hCG1640630.2	2.18	0.07	0
149372	hCG27375.3	1.03	0.19	0
149373	hCG2036765	0.52	1.07	1
149375	hCG1777958.1	0.85	2.23	1
149385	hCG2041011	0.41	4.5	1
149386	hCG1747713.2	50.2	0.03	0
149389	hCG2039397	0.59	0.42	0
149391	hCG1641364.3	0.13	1.23	1
149395	hCG39758.3	13.42	0.04	0
149399	hCG2026843	3.4	0.27	0
149402	hCG22352.2	2.94	0.06	0
149404	hCG1642231.3	3.19	0.15	0
149414	hCG2016152	1500.5	0.02	0
149416	hCG2018581	14.65	0.03	0
149419	hCG1761054.2	0.9	23.35	1
149425	hCG39574.4	47.31	0.05	0
149429	hCG1779207.2	2.79	0.19	0
149431	hCG21708.2	88.94	0.04	0
149434	hCG17280.3	1.07	0.15	0
149435	hCG1786185.3	0.27	1.73	1
149438	hCG40441.2	7.74	0.15	0
149439	hCG23782.3	0.34	0.55	1
149440	hCG39431.4	0.8	3.09	1
149461	hCG19060.5	820.98	0.03	0
149466	hCG2001000.1	1284.27	0.02	0
149469	hCG23266.2	1.51	0.07	0
149473	hCG41344.4	17.18	0.04	0
149474	hCG2040029	2.77	0.26	0
149486	hCG1812754.1	0.53	11.83	1
149494	hCG28832.5	0.25	0.87	0
149497	hCG37973.3	7.16	0.06	0
149504	hCG39200.2	50.21	0.03	0
149507	hCG1821876.1	60.7	0.04	0
149508	hCG1818510.1	0.71	10.65	1
149512	hCG1646247.2	19.66	0.05	0
149525	hCG1750317.2	1.44	0.15	0
149528	hCG1809904.2	0.53	4.91	1
149532	hCG1818638.1	92.53	0.04	0
149542	hCG20412.3	3.15	4.61	1
149553	hCG29611.3	0.63	4.58	1
149554	hCG201503.2	14.34	0.04	0
149558	hCG1786781.1	2.18	0.21	0
149565	hCG1641490.2	3.41	10.02	1
149567	hCG1997649	0.33	0.33	0
149581	hCG1781961.2	0.93	10.54	1
149582	hCG2003152.2	0.39	4.72	1
149587	hCG1814039.1	13.34	0.05	0
149591	hCG31737.3	0.5	0.8	1
149612	hCG1645742.3	0.66	0.27	0
149623	hCG1644766.2	0.31	3.55	1
149642	hCG33980.2	17.97	0.04	0
149647	hCG2036722	40.53	0.04	0
149653	hCG1795607.2	1.25	0.52	0
149672	hCG28817.3	0.38	10.47	1
149674	hCG2042133	0.87	0.53	0
149675	hCG19229.3	1.48	1.01	1
149704	hCG2017529	0.29	0.44	1
149705	hCG1984779	8.57	0.03	0
149706	hCG1817426.1	0.23	1.02	1
149707	hCG401276.3	28.15	0.03	0
149716	hCG1990983	26.28	0.04	0
149721	hCG27349.3	84.65	0.02	0
149728	hCG1647663.3	31.67	0.04	0
149730	hCG1641447.2	0.1	3.36	1
149738	hCG2007054	0.37	3.57	1
149740	hCG2039581	0.47	3.31	1
149745	hCG1816025.1	0.6	1.89	1
149747	AK128346.1	0.44	2.88	1
149749	hCG2040750	0.41	0.76	0
149750	hCG1996181.1	0.23	1.07	1
149755	hCG2039406	0.46	0.41	0
149758	hCG2000855	3.71	0.1	0
149759	hCG22926.2	0.97	0.6	0
149764	hCG20789.4	1.38	2.15	1
149768	hCG1648771.3	1.29	7.24	1
149780	hCG1991551	0.91	1.37	1
149781	hCG2040857	10.98	0.12	0
149785	hCG23060.3	1.93	0.22	0
149793	hCG41132.3	3.01	0.12	0
149805	hCG21961.3	0.29	0.87	0
149808	hCG43689.4	5.9	0.27	0
149811	hCG23367.5	7.67	0.04	0
149817	hCG33405.5	11.29	0.1	0
149818	hCG20949.4	0.43	1.89	1
149820	hCG42252.3	95.6	0.04	0
149825	hCG21073.3	1	9.86	1
149826	hCG2014575	24.12	0.04	0
149827	hCG34605.3	0.94	0.5	0
149837	hCG32148.3	2.8	0.1	0
149846	hCG1641023.2	637.4	0.02	0
149847	hCG2039971	16.41	0.03	0
149848	hCG1808596.3	0.62	0.67	0
149852	hCG96740.3	2.04	0.92	0
149856	hCG40327.3	0.36	0.48	0
149860	hCG21456.3	0.7	0.26	0
149861	hCG1988148.1	1.09	5.28	1
149868	hCG2031179	5.82	0.04	0
149869	hCG40569.3	0.95	0.43	0
149874	hCG1988853	1.06	0.74	0
149878	hCG1644877.3	2.75	1.43	1
149880	hCG1787300.3	4.38	0.14	0
149882	hCG1771504.2	3.65	0.13	0
149883	hCG2042831	0.63	0.86	0
149885	hCG1814115.1	0.43	0.95	1
149901	hCG1642357.3	1.71	0.07	0
149902	hCG1821886.1	37.68	0.04	0
149907	hCG1802256.1	2.82	0.33	0
149912	hCG17518.3	21.47	0.04	0
149917	hCG40366.2	0.86	0.26	0
149921	hCG16055.3	12.32	0.05	0
149923	AL137259.1	17.88	0.06	0
149925	hCG1813636.1	1.31	1.77	1
149928	hCG1770724.2	0.42	2.03	1
149932	hCG26717.2	17.14	0.05	0
149934	hCG1745278.2	1.58	0.09	0
149935	hCG16168.3	0.63	0.81	0
149943	hCG38420.2	31.7	0.02	0
149944	hCG30203.3	1.71	0.22	0
149945	hCG1818188.1	0.48	1.17	1
149974	hCG22881.3	74.23	0.04	0
149977	hCG2016358	198.1	0.03	0
149981	hCG1793606.2	1.46	0.1	0
149984	hCG1981838	38.21	0.02	0
149986	hCG31749.2	1.14	0.11	0
149988	hCG22783.2	0.92	0.49	0
149994	hCG21784.2	0.4	2.09	1
149997	hCG17756.3	0.45	3.12	1
149998	hCG1982625.1	7.23	0.06	0
149999	hCG1810912.1	0.68	0.75	0
150003	hCG1996349.1	2.32	0.17	0
150009	hCG2031476	202.57	0.03	0
150010	hCG24651.4	1.07	0.42	0
150012	hCG2040633.1	5.32	0.13	0
150018	hCG21678.2	44.55	0.09	0
150022	hCG1770328.3	4.1	0.09	0
150024	hCG41610.3	202.04	0.02	0
150028	hCG1820528.1	1.48	0.31	0
150029	hCG29614.3	41.77	0.02	0
150031	hCG18670.3	3.25	19.52	1
150036	hCG1811201.3	2.76	0.1	0
150037	hCG32603.2	25.36	0.1	0
150045	hCG41113.2	23.93	0.04	0
150052	hCG2042960	32.06	0.03	0
150053	hCG1747578.1	2.52	0.1	0
150059	hCG2040711	0.62	0.32	0
