Probe_ID	Gene_ID	Assay_Normalized_Signal_HB00E8F_5/25/07_12:10_PM	CV_HB00E8F_5/25/07_12:10_PM	Flags_HB00E8F_5/25/07_12:10_PM
216949	hCG2041528	0.34	0.32	0
216952	hCG1641431.3	788.6	0.02	0
216954	hCG22408.3	16.27	0.07	0
216961	hCG17653.3	8.97	0.03	0
216962	hCG21675.3	0.59	24.81	1
216971	hCG40989.4	5.88	0.1	0
216975	hCG21956.3	2.57	0.1	0
216980	hCG1999643.1	0.42	0.36	0
216981	hCG1788584.3	0.59	1.12	1
216985	hCG1990513.1	25.14	0.04	0
216991	hCG1642662.2	13.08	0.06	0
216992	hCG1640699.5	4.32	0.52	0
216993	hCG18564.3	1.85	2.2	1
216999	hCG38109.2	11.21	0.04	0
217004	hCG18063.3	0.23	23.2	1
217012	hCG2041973	0.53	6.08	1
217029	hCG1820902.1	28.5	0.04	0
217037	hCG1987697	62.82	0.04	0
217038	hCG32587.3	0.4	2.33	1
217040	hCG1778466.2	5.35	0.04	0
217044	hCG1811093.2	1.39	0.42	0
217046	hCG2017264	9.88	0.08	0
217047	hCG38475.4	119.69	0.02	0
217057	hCG1780754.2	6.73	0.07	0
217062	hCG1778601.3	0.67	5.52	1
217072	hCG15397.3	0.26	1.89	1
217080	hCG27253.2	0.77	0.9	0
217082	hCG19452.3	1.15	0.18	0
217084	hCG19914.3	13.97	0.07	0
217088	hCG1780367.3	0.59	7.59	1
217099	hCG27394.3	17.2	0.05	0
217100	hCG2040630.1	8.15	0.06	0
217101	hCG28319.3	4.25	0.11	0
217105	hCG18690.3	1.4	0.29	0
217106	hCG2041882	0.33	1.18	1
217113	hCG2041516	0.83	0.88	0
217121	hCG21315.2	0.69	0.92	0
217125	hCG17392.2	0.52	4.69	1
217127	hCG2018726.1	12.14	0.14	0
217138	hCG1820575.1	1018.43	0.02	0
217145	hCG21818.3	4.06	0.58	0
217147	hCG38363.2	7.31	0.07	0
217150	hCG39102.3	2.13	3.61	1
217154	hCG1730616.2	2.37	0.46	0
217164	hCG2038962	0.12	0.44	1
217165	hCG401190.3	25.2	0.08	0
217170	hCG20147.3	4.04	0.3	0
217174	hCG21864.2	536.61	0.04	0
217182	hCG1811920.2	7.63	0.07	0
217186	hCG2022808	0.52	0.66	1
217187	hCG1812037.1	1.08	35.73	1
217193	hCG2042664	0.34	1.25	1
217202	hCG1640620.3	22.32	0.03	0
217204	hCG2039344	140.18	0.02	0
217205	hCG32868.3	141.41	0.03	0
217217	hCG2042406	0.77	1.71	1
217220	hCG17279.2	0.45	1.29	1
217230	hCG1656111.3	0.17	0.88	1
217233	hCG2042399	2.42	5.38	1
217237	hCG2033817	1.64	0.16	0
217238	hCG1983168.1	0.5	2.69	1
217257	hCG1659192.2	0.66	40.01	1
217259	hCG1995863	4.17	0.07	0
217266	hCG2030359	0.78	0.47	0
217268	hCG21224.3	328.79	0.02	0
217271	hCG1811004.2	0.58	0.24	0
217273	hCG2018159.1	1.88	0.27	0
217279	hCG1985370	3913.23	0.02	0
217282	hCG1779046.1	2.87	0.13	0
217291	hCG2042347	1.99	0.12	0
217298	hCG2044003	0.16	1.01	1
217299	hCG2018279	3.39	0.06	0
217302	hCG16164.3	5.18	0.17	0
217310	hCG2042495	0.69	0.34	0
217311	hCG2039182	0.87	0.27	0
217322	hCG24843.3	4.77	0.07	0
217324	hCG23110.2	0.92	0.19	0
217327	hCG1812929.2	1.58	0.5	0
217334	hCG14722.3	1	0.33	0
217336	hCG2024925	1.01	8.9	1
217339	hCG15781.3	61.82	0.02	0
217345	hCG1982115.2	0.39	7.32	1
217354	hCG22803.4	0.24	1.87	1
217358	hCG1785346.3	0.4	7.48	1
217361	hCG2036616	0.15	1.8	1
217369	hCG2015609	0.43	2.12	1
217380	hCG1746041.3	1.48	0.75	1
217381	hCG2042553	0.63	0.68	0
217383	hCG40476.4	7.54	0.37	0
217390	hCG23349.3	33.34	0.04	0
217416	hCG2042353	0.27	2.98	1
217426	hCG2042364	0.42	4.22	1
217432	473566	0.16	0.2	131073
217439	hCG2036623	0.21	1.95	1
217443	hCG2010765.1	265.84	0.03	0
217447	hCG33730.2	3.53	0.12	0
217451	hCG2039145	1.51	0.15	0
217453	hCG2016499	0.88	2.62	1
217456	hCG24997.3	0.57	1.24	1
217461	hCG2042468	2.14	8.78	1
217467	hCG2042687	0.9	0.15	0
217468	hCG15338.3	0.18	0.58	1
217473	hCG23338.4	0.92	1.93	1
217477	hCG1994066	8.42	0.04	0
217487	hCG2030658	1.09	0.22	0
217488	hCG172501.2	31.28	0.03	0
217498	hCG2003287.1	0.18	9.96	1
217502	hCG2009556.1	0.28	6.1	1
217505	hCG22929.3	1.64	3.64	1
217518	hCG15430.3	3.32	0.35	0
217525	hCG2031930.1	2.38	0.08	0
217527	457707	0.45	1.47	1
217533	hCG31465.3	1.85	0.28	0
217539	hCG19348.3	4.65	1.78	1
217540	hCG1773945.3	0.13	0.35	1
217544	hCG1802417.3	0.27	0.6	1
217558	hCG40823.4	0.87	2.92	1
217560	hCG2036784	0.32	1.3	1
217565	hCG2036708	0.44	2.22	1
217567	hCG18298.3	0.45	0.26	0
217568	hCG1812943.1	9.19	0.03	0
217575	hCG2036877	0.61	5.94	1
217593	hCG2043876	3.36	0.13	0
217595	hCG2020790	1.14	0.81	0
217596	hCG2042569.1	0.64	2.05	1
217597	hCG1811657.1	0.24	3.48	1
217602	hCG2036780	0.57	0.4	0
217607	hCG40453.3	0.23	2.95	1
217610	hCG2027970.1	0.2	0.27	131073
217612	hCG2000988.1	0.13	0.97	0
217622	hCG2021029	0.41	4.76	1
217625	hCG1640448.3	1.75	1.25	1
217627	hCG2003723.1	0.2	0.96	1
217629	hCG1994190.1	2.29	0.11	0
217636	hCG41066.3	0.24	1.35	1
217645	hCG22317.4	0.36	0.31	0
217646	hCG2028909	2.72	0.23	0
217663	hCG2004168	1.87	0.26	0
217669	hCG28363.2	0.35	32.72	1
217671	hCG2044129	2.19	5.75	1
217672	hCG1815023.2	1.19	2.37	1
217674	hCG16944.3	15.21	0.05	0
217683	hCG2036511.1	0.49	1.86	1
217685	hCG2042670	2.07	1.11	1
217692	hCG2016616	7.97	0.05	0
217696	hCG2036892	0.22	0.51	0
217704	hCG1989222.1	0.43	0.33	0
217706	hCG37048.3	549.08	0.03	0
217709	hCG1997177	0.2	1.14	1
217720	hCG2012538	0.27	1.5	1
217724	hCG2005516.1	0.34	0.85	1
217726	hCG40733.3	6.61	0.09	0
217732	hCG16134.3	0.63	1.67	1
217739	hCG17485.4	0.41	0.4	0
217742	hCG2014303.1	0.5	4.56	1
217747	hCG2042449	0.28	0.55	0
217756	hCG1997756	0.64	1.63	1
217757	hCG2021517.2	1.02	2.37	1
217758	hCG27179.3	264.51	0.03	0
217766	hCG2026881.1	0.74	1.41	1
217769	BC010081.2	9.54	0.03	0
217771	hCG2036893	0.52	0.87	0
217773	hCG2031953	39.61	0.03	0
217778	hCG1657005.5	0.41	7.75	1
217779	hCG1982215.1	0.27	3.56	1
217785	hCG2003398	0.18	1.55	1
217786	hCG2036879	1.49	0.29	0
217802	hCG2042626	2.55	1.72	1
217804	hCG2002637.1	0.96	2.08	1
217806	hCG38799.3	5453.54	0.03	0
217808	BC009864.2	0.6	68	1
217813	hCG1811636.1	0.54	2.19	1
217824	hCG2032260	41.34	0.04	0
217832	hCG2001645	0.44	435.34	1
217838	hCG2039438.1	5.15	0.1	0
217841	hCG1985161.1	0.24	0.77	0
217844	hCG23105.3	0.42	1.54	1
217850	hCG1980049	1.98	0.24	64
217852	hCG15462.4	7.46	0.06	0
217853	hCG32307.3	0.17	5.98	1
217858	hCG1814830.2	0.51	0.88	1
217859	hCG1648933.4	1.36	2.62	1
217860	hCG22148.3	2.6	0.58	0
217865	hCG1811953.1	7.5	0.09	0
217873	hCG2005512.1	0.91	2.03	1
217874	hCG2042462	0.45	0.99	0
217885	hCG19399.3	0.68	1.82	1
217889	hCG2036685	0.49	0.91	1
217892	hCG1813078.2	0.46	4.34	1
217898	hCG2043254	0.37	0.34	0
217900	hCG21864.2	22.48	0.03	0
217905	hCG1811172.2	1.27	0.39	0
217907	hCG1982215.1	1.32	0.17	0
217913	hCG37903.2	0.14	0.58	1
217917	hCG27697.3	0.26	2.56	1
217924	hCG2025762	0.84	1.34	1
217932	hCG2008565	9.98	0.09	0
217934	hCG27801.4	0.41	1.63	1
217936	hCG41421.3	97.19	0.03	0
217947	hCG1731871.3	225.36	0.03	0
217952	hCG38440.3	0.19	0.45	1
217972	hCG1773671.2	0.99	0.46	0
217976	hCG24290.4	1.43	5.22	1
217977	hCG2036692	1.69	0.15	0
217981	hCG2036826	0.84	0.17	0
217984	hCG28754.3	2.59	5.7	1
217999	hCG1810766.2	45.16	0.04	0
218004	hCG2036850	0.88	0.2	0
218005	hCG2023859	30.38	0.04	0
218013	hCG2042381	0.49	7.04	1
218015	hCG1985824	0.23	0.52	1
218017	hCG37448.3	17.69	0.05	0
218019	hCG2020343	3.62	0.14	0
218023	hCG2021160	0.31	0.78	0
218028	hCG2044140	37.07	0.05	0
218033	hCG37931.3	1.79	0.08	0
218036	hCG2042473	0.27	0.57	0
218037	hCG2036794	0.57	3.76	1
218040	hCG42577.4	1.45	0.11	0
218042	hCG2021182.1	1.09	1.27	1
218044	hCG27895.4	66.15	0.02	0
218047	hCG16775.3	7.05	0.06	0
218051	hCG22680.3	0.81	0.29	0
218053	890004_rc	0.85	1.93	1
218059	hCG1991898	1.14	0.37	0
218062	hCG1981033.2	1.22	0.31	0
218065	hCG1640369.4	0.96	0.23	0
218069	hCG2007730	0.88	3.13	1
218080	hCG1646863.4	0.13	0.95	0
218083	hCG1991559	14.49	0.03	0
218087	hCG2042614	0.55	3.97	1
218091	hCG1987107.1	25.34	0.04	0
218092	hCG1641029.5	0.52	0.99	0
218094	hCG2010658	0.58	0.22	0
218095	hCG2042237	0.13	0.72	1
218098	hCG2011341	1.34	0.97	0
218101	hCG2000612	1.1	0.48	0
218109	hCG2039604	1.3	0.15	0
218115	hCG1982192	0.61	0.88	1
218119	hCG1990367.1	0.18	0.71	1
218126	hCG1639877.3	69.95	0.04	0
218129	hCG2042382.1	0.13	3.05	1
218132	hCG2042602	3.76	0.05	0
218136	hCG32171.3	0.23	0.91	1
218138	hCG1818162.1	0.39	0.27	0
218140	hCG32740.4	4.14	0.16	0
218145	hCG15901.3	0.97	0.52	0
218150	hCG2041108.1	0.39	0.3	0
218152	hCG2008620.1	10.11	0.06	0
218154	hCG19938.3	15.62	0.04	0
218160	hCG2039400	0.73	3.72	1
218173	hCG2016147	1.09	1.28	1
218175	hCG28649.3	0.83	0.28	0
218176	hCG1744099.2	1.39	0.78	1
218178	hCG15603.3	0.46	7.19	1
218186	hCG2014967	4.49	0.1	0
218187	hCG2024499	13.49	0.07	0
218188	hCG2042504	22.01	0.02	0
218189	hCG1811754.1	0.3	4.06	1
218201	hCG17108.3	2.62	0.08	0
218205	hCG2042427	0.44	1.25	1
218206	hCG33380.3	0.51	1.13	1
218208	hCG2026953	0.32	0.5	0
218215	hCG1983413	0.6	1.27	1
218216	hCG2000909.1	5.41	0.05	0
218218	hCG2032359	0.24	4.51	1
218233	hCG2039436.1	14.28	0.04	0
218234	hCG1995942.1	0.7	0.32	0
218235	hCG16675.4	0.44	0.4	0
218250	hCG2002650	2.95	0.19	0
218252	hCG2044039	2.54	0.42	0
218264	hCG1789973.2	0.29	1.19	1
218266	hCG25634.4	0.47	4.79	1
218272	hCG2044141	1.68	9.25	1
218276	hCG1987119	6.4	0.18	0
218284	hCG2022860	0.79	0.25	0
218292	hCG2019901	0.75	0.59	0
218300	hCG41051.3	0.5	0.49	0
218304	hCG1778765.2	0.26	1.49	1
218308	hCG34603.3	0.68	1.54	1
218322	hCG2012502	0.87	0.18	0
218326	hCG1986449.1	1.39	0.43	0
218331	hCG1984553	1.06	6.86	1
218348	hCG1982215.1	0.27	1.07	1
218353	hCG2036623	1.75	1.16	1
218362	hCG2036658	0.4	0.62	0
218372	hCG42520.3	0.59	1.29	1
218380	hCG2000669.1	34.97	0.03	0
218381	hCG1985245.1	1.15	0.12	0
218387	hCG1812857.1	0.8	5.84	1
218389	hCG1780884.2	0.38	1.12	1
218394	hCG14672.3	2.5	8.04	1
218399	hCG2032991	0.12	1.05	1
218400	hCG2042547	6.56	0.09	0
218403	hCG27323.2	0.93	1.03	1
218418	hCG2041557	0.46	0.57	0
218419	hCG37438.3	27.99	0.04	0
218420	hCG39932.4	0.78	2.7	1
218424	hCG2032998.1	0.65	0.91	0
218428	hCG2036628	0.68	1.53	1
218433	hCG1998594.2	1.59	0.1	0
218435	hCG2042598	0.52	0.75	0
218455	hCG14696.4	0.24	0.84	1
218459	hCG2036831.1	0.51	5.83	1
218472	hCG1818374.1	0.9	14.46	1
218479	hCG2012857.1	1.38	0.39	0
218488	hCG2042606	2.18	0.1	0
218494	hCG1992907.1	0.47	2.89	1
218495	hCG1983128	3.84	0.15	0
218510	hCG2036796	0.54	1.16	1
218511	hCG17310.3	1.14	0.34	0
218514	hCG15852.4	0.88	0.45	0
218515	hCG15140.4	0.94	0.14	0
218523	hCG2003487.1	1.18	4.49	1
218524	hCG1982215.1	0.84	1.05	1
218527	hCG1641424.3	0.54	8.49	1
218530	hCG22830.3	0.69	3.01	1
218534	hCG28648.2	0.48	2.13	1
218538	hCG1818055.1	8.58	4.33	1
218546	hCG1997329.1	99.44	0.02	0
218554	hCG1993892	2.98	6.16	1
218559	hCG31291.2	4.55	0.76	0
218564	hCG2036852	0.24	5.37	1
218577	hCG1995361.1	0.59	1.46	1
218581	hCG18327.3	466.77	0.02	0
218583	hCG2042463	0.55	3.76	1
218591	hCG2036800	0.64	0.5	0
218595	hCG2042251	0.75	29.33	1
218598	hCG2033729	29.18	0.03	0
218599	hCG2028859	0.39	0.86	0
218600	hCG32856.3	1.09	0.43	0
218607	hCG22361.2	15.74	0.04	0
218609	hCG2029505	75.76	0.02	0
218614	hCG401312.3	0.59	0.58	0
218620	hCG38181.4	1	0.49	0
218628	hCG2006999	0.12	1.14	1
218631	hCG1999840.1	4.51	0.09	0
218635	hCG2005375	861.9	0.02	0
218636	hCG38537.3	2941.88	0.03	0
218639	hCG30380.3	2.08	0.28	0
218643	hCG2036965	0.38	3.08	1
218648	hCG2029780.1	305.99	0.02	0
218650	hCG1991044.1	0.14	1.78	1
218651	hCG14696.4	2.21	1.5	1
218655	hCG2036731	0.42	4.13	1
218657	hCG2009575.1	0.39	183.2	1
218663	hCG20713.5	0.32	0.41	0
218668	467567_rc	1.32	0.31	0
218675	hCG2039134	0.41	1.24	1
218678	hCG38175.4	0.51	1.26	1
218680	hCG21393.2	9.47	0.04	0
218682	hCG2042513	3.92	0.15	0
218683	hCG1800664.3	0.55	1.54	1
218686	hCG1780499.2	16.61	0.03	0
218689	hCG24595.3	2.38	0.72	0
218691	hCG2044049	0.15	0.99	0
218695	hCG24992.3	0.42	0.91	0
218697	hCG2042643	1.34	0.25	0
218703	hCG2041539	1.03	1.25	1
218704	hCG2042362	0.11	0.27	131073
218707	hCG1821258.2	0.37	2.74	1
218710	hCG2031147.1	2.32	1.64	1
218711	hCG2005500.1	0.41	1.95	1
218729	hCG2042522	0.62	0.42	0
218731	hCG2042482	0.77	1.68	1
218732	hCG2042666	0.93	1.39	1
218739	hCG2036625	0.35	0.82	0
218744	hCG2036637	1.05	0.38	0
218745	hCG1811881.1	0.15	1.01	1
218747	hCG2042529	0.24	1.16	1
218754	hCG2001397.1	3.09	2.45	1
218761	hCG2004016.1	0.43	1.04	1
218762	hCG1645051.4	0.2	17.46	1
218764	hCG20384.2	41.89	0.02	0
218766	hCG1994808	0.55	5.81	1
218769	hCG2006314.3	0.9	0.48	0
218771	BC019703.1	1.7	8.16	1
218772	hCG20145.3	0.57	2.44	1
218783	hCG1817741.1	1.05	0.45	0
218792	hCG25411.3	0.68	0.6	0
218796	hCG1655846.4	1.24	0.47	0
218805	hCG2039701	0.23	3.36	1
218806	hCG2039701	0.56	0.42	0
218810	hCG16031.2	3.01	0.12	0
218814	hCG40337.3	0.67	1.57	1
218815	hCG1777263.4	0.47	1.16	1
218816	hCG27664.3	3.71	0.06	0
218826	hCG2003983	212.91	0.03	0
218843	hCG25667.3	0.4	2.17	1
218849	hCG2007616.2	5.25	10.72	1
218850	hCG38152.3	0.44	5.69	1
218852	hCG2042441	0.39	0.62	0
218853	hCG1811642.2	0.73	2.5	1
218854	hCG1996527	0.55	0.33	0
218867	hCG2036681	4.6	0.07	0
218871	hCG17932.2	0.87	0.45	0
218879	374484_rc	0.34	7.87	1
218882	hCG2036774.1	0.97	3.02	1
218894	hCG24487.2	505.8	0.02	0
218905	hCG42711.3	1.47	0.11	0
218912	hCG1788871.2	9.69	105.39	278531
218924	hCG34336.3	0.77	1.38	1
218925	hCG2036891	0.48	1.23	1
218926	hCG1793784.2	0.26	0.43	1
218928	hCG1641507.1	2.74	0.19	0
218932	hCG1648210.4	0.14	0.37	1
218945	hCG17902.3	6.84	0.05	0
218952	hCG31807.3	1.04	1.06	1
218954	hCG14791.3	3.51	0.08	0
218955	hCG1807427.2	0.42	0.34	0
218974	hCG1982429.1	0.56	4.01	1
218975	hCG40282.3	0.2	7.67	1
218989	hCG1820897.1	0.23	2.77	1
218991	hCG2017814	0.72	1.87	1
218992	hCG2002091	0.48	2.58	1
218997	hCG2039657.1	6.89	0.09	0
219000	hCG1657005.5	0.68	0.58	0
219026	hCG2039611	0.48	0.28	0
219027	hCG2015015.1	0.19	0.83	0
219032	hCG32850.3	0.28	0.63	0
219034	hCG1985287.1	9.51	0.06	0
219039	hCG25146.4	1.91	0.19	0
219040	hCG32035.3	0.5	0.3	0
219044	hCG1980408.1	0.31	1.42	1
219046	hCG2036668	0.54	0.62	0
219049	hCG1982139	1.61	0.85	0
219056	hCG37398.3	0.63	2.89	1
219067	hCG1982052.1	1.32	0.18	0
219069	hCG2013843.1	3.21	0.13	0
219071	hCG1818632.1	0.33	0.93	1
219074	hCG2033721	1.62	1.31	1
219076	hCG2042325	0.27	4.63	1
219085	hCG29124.2	0.15	3.06	1
219086	hCG2042535	0.13	0.9	1
219091	hCG1747331.3	0.12	0.22	131073
219095	hCG39005.3	2.53	0.07	0
219104	hCG2036813	0.4	0.9	1
219107	hCG2032177.1	1.98	0.37	0
219111	hCG2009023	9.14	0.04	0
219112	hCG2040530.2	0.23	0.77	0
219115	hCG2042480	10.84	0.16	0
219119	hCG2042574.1	2.45	3.07	1
219125	hCG2042628.1	0.58	0.25	0
219138	hCG1811507.2	0.6	4.83	1
219140	hCG27449.4	0.38	1.04	1
219146	hCG1991125	1.24	0.38	0
219147	hCG1813145.1	26.21	0.07	0
219148	hCG2042610.1	65.66	0.02	0
219156	hCG2042644	1.24	0.47	0
219157	hCG2001544.1	1.36	1.22	1
219159	hCG1979278.1	0.74	28.92	1
219161	hCG2036650.1	0.87	0.26	0
219165	hCG2044137	3.74	0.29	64
219174	hCG18349.3	5.88	0.11	0
219180	hCG2032699.1	0.92	1.26	1
219192	hCG1990513.1	7.38	0.33	0
219201	hCG18087.2	7.28	0.08	0
219202	AF119867.1	0.52	1.08	1
219216	hCG17876.2	97.02	0.04	0
219220	hCG21498.2	0.26	1.06	1
219223	hCG21881.4	0.31	0.33	131073
219232	hCG1648047.2	0.6	0.44	0
219235	hCG2042537	0.19	0.64	0
219240	hCG1978966.1	0.64	2.11	1
219243	hCG1987248.1	1.34	0.1	0
219267	hCG2029562	0.35	18.05	1
219279	hCG2042593	0.53	1.48	1
219285	hCG2042978	0.63	1.26	1
219286	hCG2042609	0.41	1.22	1
219301	375382	2.48	3.37	1
219303	hCG2017591	21.62	0.09	0
219304	hCG40814.2	11.89	0.04	0
219314	hCG1778453.2	1.51	1.25	1
219316	hCG401306.4	1.4	0.32	0
219323	hCG15878.3	145.32	0.02	0
219334	hCG2030582	1.68	0.14	0
219335	371934_rc	0.17	0.88	1
219345	hCG1986455.1	0.23	1.97	1
219348	hCG1988267	1.99	14.93	1
219350	hCG2031840	0.74	0.29	0
219351	hCG2029801	2.31	0.08	0
219353	hCG1744538.4	0.19	1.27	1
219358	hCG2008078	3.26	0.47	0
219363	hCG1983635.1	8.72	7.26	1
219367	hCG2042344	0.26	1.16	1
219372	NM_172101.1	0.85	0.59	0
219376	hCG2013537.1	5.32	0.14	64
219378	hCG38644.3	0.29	0.99	0
219384	hCG2023566	0.34	1.11	1
219386	hCG2042393	0.27	0.57	0
219388	hCG1998258	0.25	0.32	131073
219396	hCG22592.3	0.57	0.91	1
219397	hCG41681.2	1.53	163.95	1
219402	hCG2042945	0.84	0.73	0
219405	hCG1811880.1	5.7	0.05	0
219410	hCG2036696.1	0.4	1.15	1
219421	hCG15425.3	1.51	0.3	0
219425	hCG2036639	0.8	9.08	1
219437	hCG16259.3	0.17	2.08	1
219440	hCG2042415	1.22	0.21	0
219443	hCG2009462	0.16	0.2	131073
219444	hCG20957.2	8.41	0.04	0
219446	hCG1811947.1	21.73	0.04	0
219450	hCG2036804	1.67	0.94	0
219451	hCG2019616.1	27.17	0.04	0
219457	hCG42021.2	2.18	0.5	0
219459	hCG32985.2	14.33	0.04	0
219460	hCG1994627.1	1.82	1	0
219462	hCG2036742	2.1	0.26	0
219466	hCG18025.2	2.41	0.37	0
219473	hCG2039714	1.68	0.18	0
219479	hCG1787791.2	165.59	0.04	0
219482	hCG1981892	477.56	0.02	0
219483	hCG15833.2	16.58	0.04	0
219486	hCG19052.3	0.17	0.33	131073
219490	hCG1642475.5	0.11	0.25	131073
219494	hCG2020168	3.33	0.09	0
219497	hCG40050.3	0.31	0.98	0
219499	hCG2036885	0.36	3.34	1
219500	hCG2036870	0.69	1.93	1
219510	hCG1738334.2	0.17	0.23	131073
219522	hCG1818508.3	1.41	2.17	1
219524	hCG2044002	0.58	4.03	1
219531	hCG2042352	0.37	1.6	1
219536	hCG28188.3	31.06	0.04	0
219548	hCG2023574	1.14	0.43	0
219553	hCG18025.2	7.25	0.08	0
219555	hCG2004014	0.41	1.04	1
219556	hCG1982215.1	0.36	8.12	1
219563	hCG2027957.1	30.64	0.04	0
219566	hCG2042523	0.8	4.25	1
219576	hCG1980975.1	1.16	14.7	1
219578	hCG18251.2	0.9	0.31	0
219579	hCG2002820.2	0.58	2.88	1
219582	hCG2009894	2.59	0.07	0
219588	hCG2011440.1	5.03	0.07	0
219592	hCG2019931	0.47	1.55	1
219598	hCG1810951.1	2.02	0.73	0
219605	hCG1810814.1	0.12	1.14	1
219614	hCG1781321.3	3.74	0.13	0
219615	hCG1992866	0.25	5.42	1
219618	hCG1813060.1	36.79	0.03	0
219627	hCG2032946	0.37	3.9	1
219630	hCG2017590	0.78	0.39	0
219633	hCG40358.3	1.5	0.17	0
219636	hCG39485.3	0.52	0.23	0
219645	hCG41357.3	497.43	0.03	0
219647	hCG2032408	0.39	3.38	1
219649	hCG2028492	0.55	1.22	1
219661	hCG41606.3	315.96	0.04	0
219662	hCG2042958	0.39	2.18	1
219663	hCG2042407	0.48	1.36	1
219669	hCG1817575.4	92.57	0.04	0
219672	hCG29512.4	8.25	7.01	1
219677	hCG2016047.1	4.98	0.08	0
219683	hCG2013925.2	1.35	0.31	0
219692	hCG27332.5	0.17	1.22	1
219696	hCG2036729	8.11	0.04	0
219699	hCG2023974.1	1.93	0.14	0
219700	hCG2042572	0.18	0.48	1
219701	hCG1791216.3	1.01	1.51	1
219717	hCG2021087	0.12	1.4	1
219719	hCG38449.3	7.51	0.05	0
219722	hCG15341.4	108	0.02	0
219723	hCG36909.3	24.7	0.03	0
219727	hCG2031378.1	0.25	1.68	1
219728	hCG39495.5	0.24	1.15	1
219737	hCG2004452.1	12.12	0.08	0
219752	hCG2042531	0.52	20.86	1
219755	hCG1786669.2	1.2	1.17	1
219760	hCG1811261.1	0.21	2.78	1
219763	hCG1788520.3	0.28	1	1
219778	hCG2039409	0.87	1.37	1
219780	hCG28070.3	0.67	16.08	1
219782	hCG38171.4	3.4	0.27	0
219784	hCG32341.5	18.7	0.03	0
219787	hCG36969.4	0.39	6.48	1
219796	hCG2025068	0.48	5.82	1
219799	hCG1784313.2	0.15	2.52	1
219801	hCG1988004.1	0.71	0.35	0
219817	hCG2039418	3.71	0.07	0
219823	hCG21547.4	0.69	1.18	1
219824	hCG1991754.1	0.29	0.97	0
219831	hCG1819316.2	0.77	0.65	0
219835	hCG30397.3	0.49	4.24	1
219839	hCG1641138.2	2.05	2.34	1
219851	475080_rc	2.7	0.07	0
219853	hCG1997152.1	2.24	1.36	1
219856	hCG41818.2	0.66	5.65	1
219857	hCG2028159.1	0.46	3.46	1
219866	hCG1648257.4	0.36	3.15	1
219874	hCG1994484	0.18	2.11	1
219876	hCG2042671	1.1	0.37	0
219879	hCG29967.2	3.25	0.05	0
219881	hCG1991536	0.66	0.18	0
219882	hCG32880.3	1.09	1.88	1
219900	hCG1648085.5	0.66	0.51	0
219901	hCG1642614.3	33.1	0.03	0
219902	hCG2010942	0.28	7.58	1
219906	hCG2042646	0.58	14.34	1
219911	hCG1990378	0.53	5.4	1
219915	hCG1993620.1	2.36	0.09	0
219917	hCG43833.3	5.86	0.71	0
219920	hCG2036709	9.7	0.09	0
219924	hCG2021878	0.57	8.54	1
219925	hCG1812730.1	1.02	2.35	1
219934	hCG1783310.3	53.91	0.02	0
219935	hCG1783115.3	0.59	4.46	1
219936	hCG2028159.1	1.32	0.26	0
219937	hCG1984272	3.14	7.81	1
219942	hCG27897.4	119.31	0.03	0
219949	hCG1640408.3	4.41	0.09	0
219955	hCG2017606	30.79	0.04	0
219964	hCG41589.3	5.83	0.17	0
219968	hCG1815794.2	0.79	0.21	0
219985	hCG2042333	0.91	0.61	0
220000	hCG2042400	134.77	0.04	0
220002	hCG2021977.1	6.4	0.34	0
220032	hCG14713.2	3.98	0.08	0
220033	hCG1988917.1	5.29	5.75	1
220051	hCG2036731	0.38	4.73	1
220055	hCG2025155	1.04	0.43	0
220056	hCG1982215.1	7.34	5.16	1
220059	hCG2004232.2	0.74	1.06	1
220060	hCG37533.3	7.81	0.22	0
220062	hCG15988.3	0.55	2.55	1
220065	hCG31808.4	0.51	0.84	1
220071	hCG2024748	1.41	0.31	0
220072	hCG23108.4	4.33	0.14	0
220073	hCG2042526	0.23	0.55	0
220076	hCG1649518.3	0.99	0.6	0
220077	hCG2017381	0.21	1.71	1
220091	hCG2011992.2	0.81	0.16	0
220093	hCG2026136.1	0.5	1.29	1
220101	hCG38789.3	44.02	0.04	0
220107	hCG1990009	14.24	0.05	0
220110	hCG2042467	1.14	0.47	0
220112	NM_031270.2	0.42	1.25	1
220131	hCG2029724.1	0.15	3.31	1
220132	hCG2042587	3.33	1.91	1
220133	hCG22592.3	0.33	0.4	1
220137	hCG1811885.3	10.02	0.05	0
220138	hCG1735555.1	0.39	1.35	1
220145	hCG15445.3	3.37	1.03	1
220149	387108_rc	1.04	0.26	0
220154	hCG2042581	1.09	0.14	0
220171	hCG1985670	2.17	0.36	0
220179	hCG1818610.1	1.62	0.92	0
220184	hCG2003713.1	1.09	1.9	1
220186	hCG2042681	0.49	1.37	1
220195	hCG2006649.1	0.42	2.79	1
220197	hCG2042345	0.65	0.28	0
220201	hCG2042541	15.66	0.04	0
220225	hCG32519.4	0.49	0.34	0
220227	hCG2031992	0.26	2.23	1
220229	hCG1985284	0.41	11.56	1
220234	hCG1984117	1.22	0.33	0
220246	hCG2036705	0.18	1.74	1
220251	hCG2022374.1	2.14	0.63	0
220255	hCG43365.3	0.94	0.2	0
220263	hCG2019733	0.24	0.96	0
220267	hCG2039646	0.51	3.78	1
220276	hCG19155.2	0.61	0.23	0
220277	hCG25303.2	0.39	0.63	0
